,Unnamed: 0,binding_site_name,enzyme_name,binding_site_ranking,mainclass,subclass,subsubclass,designation,atoms,dataset,dates,centers,uniq_fold,uniq_sub,uniq_subsub,uniq_designation
14027,14027,1,5DIV,1,5,2,1,8,885,2020,01/09/2015,"(31.513, -26.315, -2.772)",3319,77,51,1974
14028,14028,1,5AMV,1,4,2,2,2,1194,2020,02/09/2015,"(6.475, -6.438, -12.709)",4034,57,102,2131
14029,14029,1,5DKZ,1,7,-,-,-,1853,2020,04/09/2015,"(21.755, 47.88, 22.221)",813,58,168,1318
14030,14030,1,5DL0,1,7,-,-,-,1853,2020,04/09/2015,"(21.868, 47.745, 22.182)",813,58,168,1318
14031,14031,1,5DKY,1,7,-,-,-,2230,2020,04/09/2015,"(16.736, 49.329, 22.74)",813,58,168,1318
14032,14032,1,5DLT,1,3,1,4,39,1615,2020,07/09/2015,"(28.607, -4.621, 29.394)",3002,63,7,446
14033,14033,1,5DLS,1,2,7,11,1,1186,2020,07/09/2015,"(3.178, -6.148, 18.127)",983,23,75,1063
14034,14034,1,5DLY,1,2,1,1,-,1716,2020,07/09/2015,"(28.305, -71.793, 66.905)",57,50,269,348
14035,14035,1,5DM1,1,2,1,1,-,1630,2020,07/09/2015,"(17.751, 21.379, 14.418)",57,50,269,348
14036,14036,1,5DM4,1,2,1,1,-,1651,2020,07/09/2015,"(41.232, -15.262, 14.479)",57,50,269,348
14037,14037,1,5DLV,1,3,1,4,39,1712,2020,07/09/2015,"(48.437, 47.587, 16.186)",3002,63,7,446
14038,14038,1,5DM2,1,2,1,1,-,1713,2020,07/09/2015,"(46.293, -18.71, 14.672)",57,50,269,348
14039,14039,1,5DLW,1,3,1,4,39,1771,2020,07/09/2015,"(-6.109, -5.627, 10.38)",3002,63,7,446
14040,14040,1,5ANT,1,3,6,1,-,1323,2020,08/09/2015,"(-8.119, 11.89, -19.664)",2334,55,228,875
14041,14041,1,5ANV,1,3,6,1,-,1278,2020,08/09/2015,"(14.58, 20.95, 4.079)",2334,55,228,875
14042,14042,1,5ANS,1,3,6,1,-,1243,2020,08/09/2015,"(-26.282, -5.0, -6.77)",2334,55,228,875
14043,14043,1,5ANU,1,3,6,1,-,1244,2020,08/09/2015,"(14.373, 21.15, 4.767)",2334,55,228,875
14044,14044,1,5ANW,1,3,6,1,-,1234,2020,08/09/2015,"(14.134, 21.658, 3.774)",2334,55,228,875
14045,14045,1,5AYV,1,1,1,1,169,1764,2020,08/09/2015,"(-16.875, -6.24, 31.391)",5379,29,191,2300
14046,14046,1,5DND,1,7,-,-,-,1912,2020,09/09/2015,"(21.785, 63.867, 36.637)",851,58,168,1318
14047,14047,1,5DN3,1,2,7,11,1,1528,2020,09/09/2015,"(26.495, 80.207, 8.862)",2999,23,75,1063
14048,14048,1,5AO7,1,3,-,-,-,1587,2020,09/09/2015,"(36.104, 9.772, 13.514)",5093,26,34,630
14049,14049,1,5DMM,1,2,1,1,10,1955,2020,09/09/2015,"(11.599, 21.534, 15.314)",3631,50,269,1884
14050,14050,1,5AOG,1,1,11,1,7,1264,2020,10/09/2015,"(-14.892, 56.055, 10.488)",396,73,90,128
14051,14051,1,5AOC,1,3,1,1,1,1522,2020,10/09/2015,"(-6.034, 40.479, -2.234)",156,63,97,1696
14052,14052,1,5DNE,1,7,-,-,-,1891,2020,10/09/2015,"(19.504, 39.967, 9.448)",851,58,168,1318
14053,14053,1,5DNX,1,4,2,1,19,2012,2020,10/09/2015,"(-8.979, 20.906, 29.152)",2729,57,267,1325
14054,14054,1,5AOB,1,3,1,1,1,1541,2020,10/09/2015,"(-5.438, 39.931, -2.099)",156,63,97,1696
14055,14055,1,5DNR,1,2,7,11,1,1516,2020,10/09/2015,"(26.4, 80.008, 8.958)",2999,23,75,1063
14056,14056,1,5AOA,1,3,1,1,1,1492,2020,10/09/2015,"(-5.098, 40.239, -2.465)",156,63,97,1696
14057,14057,1,5DNK,1,2,-,-,-,1584,2020,10/09/2015,"(43.515, -0.857, 30.463)",942,5,78,2580
14058,14058,1,5DNJ,1,2,7,11,21,762,2020,10/09/2015,"(190.933, 24.239, 145.811)",3194,23,75,2465
14059,14059,1,5DOH,1,4,2,1,1,2114,2020,11/09/2015,"(-5.258, 3.823, 2.502)",97,57,267,46
14060,14060,1,5DOG,1,4,2,1,1,1776,2020,11/09/2015,"(16.555, 5.017, 13.614)",97,57,267,46
14061,14061,1,5DPX,1,3,5,2,6,1818,2020,14/09/2015,"(15.606, 30.152, 30.0)",2635,21,154,2565
14062,14062,1,5AP7,1,2,7,12,1,1348,2020,14/09/2015,"(0.151, -12.405, -14.932)",2292,23,162,926
14063,14063,1,5AP1,1,2,7,12,1,1314,2020,14/09/2015,"(-0.486, -18.316, -47.974)",2292,23,162,926
14064,14064,1,5AP6,1,2,7,12,1,1352,2020,14/09/2015,"(-35.396, -15.114, -11.704)",2292,23,162,926
14065,14065,1,5AP0,1,2,7,12,1,1239,2020,14/09/2015,"(0.296, 11.815, -14.454)",2292,23,162,926
14066,14066,1,5DPV,1,2,7,11,1,1305,2020,14/09/2015,"(-2.709, -31.973, 4.694)",2999,23,75,1063
14067,14067,1,5DR9,1,2,7,11,1,745,2020,15/09/2015,"(-6.32, -10.509, 12.709)",2999,23,75,1063
14068,14068,1,5DRB,1,2,7,11,1,1578,2020,15/09/2015,"(5.529, 1.5, 20.165)",5048,23,75,1063
14069,14069,1,5DRC,1,2,3,3,9,2495,2020,15/09/2015,"(34.543, 77.939, 62.423)",346,51,214,1921
14070,14070,1,5DRD,1,2,7,11,1,1466,2020,15/09/2015,"(-8.418, -27.282, 6.538)",2999,23,75,1063
14071,14071,1,5DR2,1,2,7,11,1,1507,2020,15/09/2015,"(-7.42, -27.929, 5.833)",2999,23,75,1063
14072,14072,1,5DRQ,1,3,5,1,-,1368,2020,16/09/2015,"(26.203, 14.876, 5.039)",1289,21,273,186
14073,14073,1,5DRS,1,4,2,1,1,1777,2020,16/09/2015,"(16.634, 6.278, 13.59)",97,57,267,46
14074,14074,1,5DRR,1,3,5,1,-,1397,2020,16/09/2015,"(-25.857, 14.695, -5.774)",1289,21,273,186
14075,14075,1,5DT3,1,2,7,11,1,1499,2020,17/09/2015,"(7.57, -27.233, -5.804)",2999,23,75,1063
14076,14076,1,5DT0,1,2,7,11,1,1324,2020,17/09/2015,"(-4.865, -31.345, 5.592)",2999,23,75,1063
14077,14077,1,5DTM,1,2,1,1,43,2020,2020,18/09/2015,"(-24.785, -22.727, 9.677)",4635,50,269,1175
14078,14078,1,5DVP,1,2,3,2,-,1124,2020,21/09/2015,"(-23.761, -103.185, 15.654)",887,51,203,2178
14079,14079,1,5DV4,1,3,1,-,-,1563,2020,21/09/2015,"(-31.386, 15.257, 14.892)",4852,63,79,2534
14080,14080,1,5DV2,1,3,1,-,-,1569,2020,21/09/2015,"(-32.805, 14.578, 15.599)",4852,63,79,2534
14081,14081,1,5AQY,1,3,6,1,3,1627,2020,22/09/2015,"(15.027, -10.315, -10.561)",4093,55,228,2822
14082,14082,1,5AQW,1,3,6,1,3,1732,2020,22/09/2015,"(-18.145, -15.108, 7.502)",4093,55,228,2822
14083,14083,1,5DWR,1,2,7,11,1,1451,2020,22/09/2015,"(-41.548, -2.57, 2.483)",4810,23,75,1063
14084,14084,1,5AQX,1,3,6,1,3,1681,2020,22/09/2015,"(-20.184, 8.834, -6.979)",4093,55,228,2822
14085,14085,1,5AR0,1,3,6,1,3,1692,2020,22/09/2015,"(5.537, 9.97, -6.653)",4093,55,228,2822
14086,14086,1,5AQZ,1,3,6,1,3,1591,2020,22/09/2015,"(15.325, -10.622, -10.001)",4093,55,228,2822
14087,14087,1,5DX9,1,2,4,1,15,1380,2020,23/09/2015,"(-1.376, 23.646, 23.093)",3168,46,193,2875
14088,14088,1,5DXT,1,2,7,1,153,1739,2020,23/09/2015,"(-17.109, 13.212, 28.94)",2443,23,148,1040
14089,14089,1,5DX7,1,2,3,3,9,2367,2020,23/09/2015,"(31.463, 76.167, 61.752)",346,51,214,1921
14090,14090,1,5DXI,1,2,4,1,15,1677,2020,23/09/2015,"(3.7, 100.625, 188.218)",3168,46,193,2875
14091,14091,1,5DY4,1,3,5,1,-,1781,2020,24/09/2015,"(17.26, -27.489, -12.968)",4526,21,273,186
14092,14092,1,5ARF,1,2,1,1,43,2079,2020,24/09/2015,"(13.915, -12.989, -6.498)",5227,50,269,1175
14093,14093,1,5DYG,1,3,-,-,-,1572,2020,24/09/2015,"(0.0, -0.0, 16.288)",2679,26,34,630
14094,14094,1,5ARG,1,2,1,1,43,2094,2020,24/09/2015,"(-12.969, 6.389, -13.938)",5227,50,269,1175
14095,14095,1,5ARK,1,3,1,27,-,948,2020,25/09/2015,"(17.148, -3.242, -21.263)",2296,63,192,2996
14096,14096,1,5DZ2,1,4,2,3,22,2065,2020,25/09/2015,"(29.07, -23.228, 23.408)",5452,57,181,2782
14097,14097,1,5AZA,1,2,-,-,-,2077,2020,27/09/2015,"(8.849, 16.296, 40.39)",1687,5,78,2580
14098,14098,1,5E13,1,1,-,-,-,951,2020,29/09/2015,"(-7.738, -13.869, 19.614)",1158,35,245,1479
14099,14099,1,5E1E,1,2,7,10,2,1683,2020,29/09/2015,"(-17.79, -21.063, 16.598)",2190,23,202,2567
14100,14100,1,5E12,1,2,7,11,1,945,2020,29/09/2015,"(18.585, 4.441, 33.507)",3027,23,75,1063
14101,14101,1,5AZC,1,2,4,99,-,847,2020,30/09/2015,"(-11.837, -21.063, -6.628)",559,46,58,2535
14102,14102,1,5E28,1,4,2,1,1,1715,2020,30/09/2015,"(-3.77, 4.124, 14.906)",97,57,267,46
14103,14103,1,5AZB,1,2,4,99,-,1369,2020,30/09/2015,"(-19.194, 7.175, 1.991)",559,46,58,2535
14104,14104,1,5E1S,1,2,7,10,1,1363,2020,30/09/2015,"(4.045, 20.681, 20.967)",1571,23,202,752
14105,14105,1,5E2R,1,4,2,1,1,1579,2020,01/10/2015,"(-2.983, 6.557, 14.599)",97,57,267,46
14106,14106,1,5E2N,1,4,2,1,1,1143,2020,01/10/2015,"(8.241, -12.914, -40.896)",97,57,267,46
14107,14107,1,5E2L,1,2,5,1,54,2106,2020,01/10/2015,"(95.735, -39.543, 14.973)",5103,54,159,996
14108,14108,1,5E2O,1,3,4,21,27,1443,2020,01/10/2015,"(40.72, -19.636, 28.731)",1481,24,158,1883
14109,14109,1,5E2S,1,4,2,1,1,1772,2020,01/10/2015,"(-4.798, 4.249, 14.349)",97,57,267,46
14110,14110,1,5E2P,1,3,4,21,27,1416,2020,01/10/2015,"(41.198, -19.833, 29.196)",1481,24,158,1883
14111,14111,1,5E2K,1,4,2,1,1,670,2020,01/10/2015,"(13.084, -2.329, 10.948)",97,57,267,46
14112,14112,1,5FIU,1,2,5,1,63,1924,2020,02/10/2015,"(46.343, 43.63, -24.393)",313,54,159,2846
14113,14113,1,5FIX,1,3,2,1,26,1069,2020,02/10/2015,"(23.865, -7.526, 57.792)",844,44,178,2389
14114,14114,1,5E3R,1,2,3,1,117,2529,2020,03/10/2015,"(-0.0, 0.0, 36.225)",651,51,54,1070
14115,14115,1,5E3Q,1,2,3,1,117,1947,2020,03/10/2015,"(-0.0, 0.0, 54.26)",651,51,54,1070
14116,14116,1,5E40,1,2,5,1,54,2100,2020,05/10/2015,"(-87.426, 73.278, -20.628)",5103,54,159,996
14117,14117,1,5FJ2,1,1,14,13,39,2258,2020,06/10/2015,"(10.446, 13.052, 44.224)",2189,14,268,1892
14118,14118,1,5FJ3,1,1,14,13,39,2326,2020,06/10/2015,"(11.541, 12.992, 34.066)",2189,14,268,1892
14119,14119,1,5E4N,1,2,5,1,54,2142,2020,06/10/2015,"(-82.987, 63.785, -14.766)",5103,54,159,996
14120,14120,1,5E5G,1,2,5,1,54,2056,2020,08/10/2015,"(106.716, -39.183, -12.539)",5103,54,159,996
14122,14122,1,5E6H,1,2,1,14,11,1971,2020,09/10/2015,"(-22.586, 18.306, 5.358)",5342,50,57,372
14123,14123,1,5E62,1,7,-,-,-,1797,2020,09/10/2015,"(-34.62, -1.058, -43.423)",904,58,168,1318
14124,14124,1,5E5U,1,3,1,3,48,1398,2020,09/10/2015,"(74.572, 70.126, 58.39)",3167,63,238,442
14125,14125,1,5E72,1,2,-,-,-,1406,2020,11/10/2015,"(-12.495, -8.288, 19.453)",3927,5,78,2580
14126,14126,1,5FJM,1,7,-,-,-,2371,2020,11/10/2015,"(9.982, 27.008, -30.798)",162,58,168,1318
14127,14127,1,5E7O,1,1,-,-,-,2936,2020,12/10/2015,"(-53.233, -55.875, 391.937)",5303,35,245,1479
14128,14128,1,5E7J,1,3,6,1,-,1308,2020,12/10/2015,"(-11.923, 97.346, -0.851)",928,55,228,875
14129,14129,1,5E7M,1,3,6,1,-,1387,2020,12/10/2015,"(-38.395, 1.169, -3.128)",928,55,228,875
14130,14130,1,5E7Z,1,2,5,1,54,1938,2020,13/10/2015,"(-54.527, 72.657, -14.242)",5103,54,159,996
14131,14131,1,5E97,1,3,2,1,166,1817,2020,14/10/2015,"(-17.71, 17.438, 58.362)",5477,44,178,2395
14132,14132,1,5FKC,1,3,2,1,26,1073,2020,15/10/2015,"(-23.836, 7.55, 57.856)",844,44,178,2389
14133,14133,1,5E9C,1,3,2,1,166,1563,2020,15/10/2015,"(-21.651, 14.569, 61.142)",5477,44,178,2395
14134,14134,1,5E9G,1,4,1,3,1,2601,2020,15/10/2015,"(-4.457, 34.788, 30.281)",3589,34,174,2680
14135,14135,1,5E9X,1,2,3,3,9,2363,2020,15/10/2015,"(32.992, 79.528, 62.536)",346,51,214,1921
14136,14136,1,5FKB,1,3,2,1,26,1075,2020,15/10/2015,"(-23.802, 7.528, 57.764)",844,44,178,2389
14137,14137,1,5E9H,1,4,1,3,1,1601,2020,15/10/2015,"(-116.008, 102.281, 362.604)",3589,34,174,2680
14138,14138,1,5FK7,1,3,2,1,26,1071,2020,15/10/2015,"(23.916, -7.556, 57.742)",844,44,178,2389
14139,14139,1,5FK8,1,3,2,1,26,1070,2020,15/10/2015,"(23.886, -7.563, 57.833)",844,44,178,2389
14140,14140,1,5EAG,1,1,14,13,70,2205,2020,16/10/2015,"(22.621, 10.989, 16.277)",189,14,268,1218
14141,14141,1,5EAE,1,1,14,13,70,2248,2020,16/10/2015,"(23.632, 11.455, 16.069)",189,14,268,1218
14142,14142,1,5EAC,1,1,14,13,70,2260,2020,16/10/2015,"(21.931, 11.295, 16.692)",189,14,268,1218
14143,14143,1,5EAD,1,1,14,13,70,2256,2020,16/10/2015,"(22.377, 11.115, 16.873)",189,14,268,1218
14144,14144,1,5EBT,1,2,4,2,30,1447,2020,19/10/2015,"(-5.339, -18.408, 24.898)",5046,46,272,1109
14145,14145,1,5FKS,1,3,2,1,-,2169,2020,19/10/2015,"(27.579, 29.069, -13.702)",523,44,178,2126
14146,14146,1,5EC8,1,2,1,1,57,1654,2020,20/10/2015,"(31.967, 42.574, -6.167)",1517,50,269,1620
14147,14147,1,5ECN,1,6,3,2,-,2369,2020,20/10/2015,"(-37.832, 31.224, 47.681)",5319,36,92,749
14148,14148,1,5ECQ,1,6,3,2,-,2343,2020,20/10/2015,"(-37.604, 30.252, 46.722)",5319,36,92,749
14149,14149,1,5ECS,1,2,5,1,18,2072,2020,20/10/2015,"(27.35, 40.272, 96.261)",5319,54,159,2814
14150,14150,1,5ECH,1,6,3,2,-,2490,2020,20/10/2015,"(11.223, 21.94, -46.823)",5319,36,92,749
14151,14151,1,5ECK,1,6,3,2,-,2382,2020,20/10/2015,"(16.122, 30.783, 47.37)",5319,36,92,749
14152,14152,1,5ECI,1,6,3,2,-,2344,2020,20/10/2015,"(-36.823, 29.688, 46.314)",5319,36,92,749
14153,14153,1,5ECM,1,6,3,2,-,2449,2020,20/10/2015,"(-22.192, 42.95, 142.761)",5319,36,92,749
14154,14154,1,5ECR,1,6,3,2,-,2478,2020,20/10/2015,"(25.121, 26.331, -51.085)",5319,36,92,749
14155,14155,1,5ECV,1,2,3,3,9,2492,2020,20/10/2015,"(34.145, 76.542, 62.26)",346,51,214,1921
14156,14156,1,5ECP,1,6,3,2,-,2501,2020,20/10/2015,"(38.728, 15.56, 49.719)",5319,36,92,749
14157,14157,1,5ECE,1,2,4,2,30,1477,2020,20/10/2015,"(12.788, -10.959, 26.804)",5046,46,272,1109
14158,14158,1,5ECL,1,6,3,2,-,2462,2020,20/10/2015,"(37.771, 17.301, -51.096)",5319,36,92,749
14159,14159,1,5ECO,1,6,3,2,-,2489,2020,20/10/2015,"(24.905, 25.891, -50.297)",5319,36,92,749
14160,14160,1,5EDL,1,7,-,-,-,1055,2020,21/10/2015,"(9.624, 18.245, 58.917)",1149,58,168,1318
14161,14161,1,5FL5,1,4,2,1,1,1594,2020,21/10/2015,"(-31.221, -0.6, -1.749)",3354,57,267,46
14162,14162,1,5FL4,1,4,2,1,1,1589,2020,21/10/2015,"(15.133, -27.264, 59.557)",3354,57,267,46
14163,14163,1,5FL6,1,4,2,1,1,1606,2020,21/10/2015,"(-31.009, -0.805, -1.582)",3354,57,267,46
14164,14164,1,5EEG,1,2,1,1,-,1766,2020,22/10/2015,"(-0.15, 19.237, -7.232)",898,50,269,348
14165,14165,1,5EDT,1,1,14,-,-,1549,2020,22/10/2015,"(-16.141, 15.348, 3.971)",3078,14,185,1766
14166,14166,1,5EFA,1,7,-,-,-,1032,2020,23/10/2015,"(33.001, 31.98, 24.431)",4102,58,168,1318
14167,14167,1,5EES,1,1,17,1,8,2704,2020,23/10/2015,"(53.984, 53.984, -0.0)",3068,10,166,2862
14168,14168,1,5EFC,1,7,-,-,-,976,2020,23/10/2015,"(32.306, 31.402, 24.378)",4102,58,168,1318
14169,14169,1,5EG2,1,2,1,1,43,1190,2020,26/10/2015,"(71.796, 56.671, 6.65)",3311,50,269,1175
14170,14170,1,5EGA,1,2,-,-,-,1185,2020,26/10/2015,"(-31.055, 16.924, -6.503)",643,5,78,2580
14171,14171,1,5FLG,1,6,2,1,14,1845,2020,26/10/2015,"(-3.776, 40.997, 75.776)",3842,66,155,1287
14172,14172,1,5EH0,1,2,-,-,-,1262,2020,27/10/2015,"(0.0, -52.96, -10.005)",2292,5,78,2580
14173,14173,1,5FLR,1,4,2,1,1,1844,2020,28/10/2015,"(-5.138, 2.766, 15.714)",97,57,267,46
14174,14174,1,5FLP,1,4,2,1,1,1125,2020,28/10/2015,"(1.045, 11.176, 15.336)",97,57,267,46
14175,14175,1,5FLQ,1,4,2,1,1,1732,2020,28/10/2015,"(-3.962, 5.143, 14.852)",97,57,267,46
14176,14176,1,5EHI,1,2,1,1,57,1768,2020,28/10/2015,"(31.936, 42.438, -6.167)",1517,50,269,1620
14177,14177,1,5B09,1,4,4,1,26,1489,2020,28/10/2015,"(0.0, 17.573, -0.0)",877,0,124,2080
14178,14178,1,5FLS,1,4,2,1,1,1666,2020,28/10/2015,"(-2.984, 5.433, 14.367)",97,57,267,46
14179,14179,1,5EH5,1,4,2,1,1,1901,2020,28/10/2015,"(16.095, 2.826, 15.65)",97,57,267,46
14180,14180,1,5FLT,1,4,2,1,1,1635,2020,28/10/2015,"(-2.994, 5.975, 14.288)",97,57,267,46
14181,14181,1,5EHG,1,2,1,1,57,1681,2020,28/10/2015,"(31.837, 42.077, -6.142)",1517,50,269,1620
14182,14182,1,5FLO,1,4,2,1,1,1898,2020,28/10/2015,"(-5.413, 2.49, 14.719)",97,57,267,46
14183,14183,1,5EH8,1,4,2,1,1,1667,2020,28/10/2015,"(18.254, 5.914, 14.734)",97,57,267,46
14184,14184,1,5EH7,1,4,2,1,1,1909,2020,28/10/2015,"(15.735, 2.713, 14.897)",97,57,267,46
14185,14185,1,5EI8,1,2,7,12,1,1283,2020,29/10/2015,"(-0.095, -36.099, -9.931)",2292,23,162,926
14186,14186,1,5EHW,1,4,2,1,1,1810,2020,29/10/2015,"(17.266, 4.232, 14.986)",97,57,267,46
14187,14187,1,5FM0,1,6,2,1,14,1839,2020,29/10/2015,"(8.719, -32.479, -26.712)",3842,66,155,1287
14188,14188,1,5EI6,1,2,7,12,1,1325,2020,29/10/2015,"(0.257, 15.501, -10.736)",2292,23,162,926
14189,14189,1,5EHY,1,2,7,12,1,1308,2020,29/10/2015,"(36.439, 124.621, 130.515)",2292,23,162,926
14190,14190,1,5EHV,1,4,2,1,1,1581,2020,29/10/2015,"(19.303, 6.35, 13.678)",97,57,267,46
14191,14191,1,5EIW,1,2,1,1,57,1675,2020,30/10/2015,"(32.08, 41.772, -6.141)",1517,50,269,1620
14192,14192,1,5FMD,1,3,2,1,26,1072,2020,02/11/2015,"(-23.854, 7.551, 57.815)",844,44,178,2389
14193,14193,1,5FMB,1,3,2,1,26,1980,2020,02/11/2015,"(0.0, 0.0, 64.133)",844,44,178,2389
14194,14194,1,5FMC,1,3,2,1,26,1976,2020,02/11/2015,"(0.0, -0.0, 63.983)",844,44,178,2389
14195,14195,1,5EKH,1,4,2,1,1,1675,2020,03/11/2015,"(-0.263, 4.176, 85.127)",97,57,267,46
14196,14196,1,5EKO,1,2,7,11,24,1682,2020,03/11/2015,"(-13.813, 10.465, -27.357)",2518,23,75,224
14197,14197,1,5EKJ,1,4,2,1,1,1542,2020,03/11/2015,"(0.393, 6.195, 84.502)",97,57,267,46
14198,14198,1,5EKM,1,4,2,1,1,1669,2020,03/11/2015,"(-0.816, 4.647, 84.038)",97,57,267,46
14199,14199,1,5ELZ,1,2,7,1,33,2224,2020,05/11/2015,"(24.074, -0.0, 0.0)",4473,23,148,981
14200,14200,1,5EMJ,1,2,1,1,-,1917,2020,06/11/2015,"(22.278, -48.338, -8.304)",398,50,269,348
14201,14201,1,5EML,1,2,1,1,-,2106,2020,06/11/2015,"(18.682, -37.659, -4.741)",398,50,269,348
14202,14202,1,5FMM,1,7,-,-,-,1468,2020,06/11/2015,"(52.811, -34.028, 10.536)",4102,58,168,1318
14203,14203,1,5ENM,1,3,4,23,46,1670,2020,09/11/2015,"(19.038, 40.735, -8.124)",2717,24,96,693
14204,14204,1,5ENZ,1,5,1,3,14,1925,2020,09/11/2015,"(15.412, 8.116, -17.146)",3847,79,65,1658
14205,14205,1,5ENK,1,3,4,23,46,1666,2020,09/11/2015,"(18.645, 40.691, -8.324)",2717,24,96,693
14206,14206,1,5EOL,1,2,7,11,1,1450,2020,10/11/2015,"(-19.193, -36.919, 1.416)",4810,23,75,1063
14207,14207,1,5EOW,1,1,14,13,114,1857,2020,10/11/2015,"(23.449, 35.178, 32.743)",4385,14,268,2081
14208,14208,1,5EOB,1,2,7,10,1,1505,2020,10/11/2015,"(-0.37, 10.517, 29.284)",3152,23,202,752
14209,14209,1,5EOO,1,3,5,2,6,1732,2020,10/11/2015,"(-10.713, 6.731, 54.845)",5182,21,154,2565
14210,14210,1,5EQE,1,2,7,1,32,1765,2020,12/11/2015,"(17.362, 75.937, 59.354)",2321,23,148,1635
14211,14211,1,5EQF,1,5,4,99,9,2481,2020,12/11/2015,"(58.205, 22.617, 30.583)",3030,65,2,1700
14212,14212,1,5EQ8,1,2,-,-,-,2238,2020,12/11/2015,"(23.303, 23.303, 0.0)",842,5,78,2580
14213,14213,1,5EQB,1,1,14,13,70,2049,2020,12/11/2015,"(16.867, 11.708, 17.751)",189,14,268,1218
14214,14214,1,5B0X,1,2,7,11,1,1323,2020,13/11/2015,"(-13.019, 7.748, 10.662)",1890,23,75,1063
14215,14215,1,5EQY,1,2,7,1,32,1539,2020,13/11/2015,"(15.297, 78.208, 56.641)",2321,23,148,1635
14216,14216,1,5EQU,1,7,-,-,-,1516,2020,13/11/2015,"(-9.833, 25.595, -1.169)",5005,58,168,1318
14217,14217,1,5EQP,1,2,7,1,32,1783,2020,13/11/2015,"(16.904, 74.955, 59.208)",2321,23,148,1635
14218,14218,1,5FND,1,3,6,4,10,1974,2020,13/11/2015,"(32.48, -0.0, 27.334)",1567,55,150,2449
14219,14219,1,5FNC,1,3,6,4,10,2050,2020,13/11/2015,"(0.0, -0.0, 24.399)",1567,55,150,2449
14220,14220,1,5FNF,1,3,6,4,10,1461,2020,13/11/2015,"(0.346, 9.97, 24.87)",1567,55,150,2449
14221,14221,1,5ER0,1,1,-,-,-,2035,2020,13/11/2015,"(-6.896, -54.212, 50.389)",2344,35,245,1479
14222,14222,1,5ERG,1,2,1,1,220,1624,2020,14/11/2015,"(84.582, -0.0, -34.49)",2434,50,269,910
14223,14223,1,5FNM,1,4,2,1,1,1635,2020,15/11/2015,"(-2.852, 5.799, 14.553)",97,57,267,46
14224,14224,1,5FNL,1,4,2,1,1,1598,2020,15/11/2015,"(-2.24, 6.694, 14.221)",97,57,267,46
14225,14225,1,5FNK,1,4,2,1,1,1801,2020,15/11/2015,"(-3.981, 4.126, 14.685)",97,57,267,46
14226,14226,1,5FNG,1,4,2,1,1,1815,2020,15/11/2015,"(-5.454, 2.758, 14.958)",97,57,267,46
14227,14227,1,5FNH,1,4,2,1,1,840,2020,15/11/2015,"(-30.572, 0.987, 11.411)",97,57,267,46
14228,14228,1,5FNJ,1,4,2,1,1,1840,2020,15/11/2015,"(-5.71, 3.72, 14.219)",97,57,267,46
14229,14229,1,5FNI,1,4,2,1,1,1883,2020,15/11/2015,"(-5.515, 2.697, 14.883)",97,57,267,46
14230,14230,1,5ESB,1,3,4,21,98,1001,2020,16/11/2015,"(14.684, -10.268, -15.174)",634,24,158,522
14231,14231,1,5ET6,1,3,1,3,11,2322,2020,17/11/2015,"(-3.364, 77.023, -2.638)",1646,63,238,890
14232,14232,1,5EUD,1,4,-,-,-,2080,2020,18/11/2015,"(7.18, -4.381, 11.789)",4073,60,179,558
14233,14233,1,5EVD,1,3,5,2,6,1334,2020,19/11/2015,"(-16.947, 26.065, -1.819)",2635,21,154,2565
14234,14234,1,5EVB,1,3,5,2,6,1347,2020,19/11/2015,"(-17.382, 26.098, -1.791)",2635,21,154,2565
14235,14235,1,5EVK,1,3,5,2,6,1411,2020,19/11/2015,"(83.317, 94.666, 16.168)",2635,21,154,2565
14236,14236,1,5EV8,1,3,5,2,6,1289,2020,19/11/2015,"(-4.576, -5.294, 40.372)",2634,21,154,2565
14237,14237,1,5EWA,1,3,5,2,6,1226,2020,20/11/2015,"(4.666, -5.382, -41.684)",2634,21,154,2565
14238,14238,1,5EVY,1,1,14,13,1,1906,2020,20/11/2015,"(-45.253, 53.348, -20.547)",3872,14,268,1773
14239,14239,1,5EW9,1,2,7,11,1,1327,2020,20/11/2015,"(-12.354, 11.083, 17.046)",2999,23,75,1063
14240,14240,1,5FOG,1,6,1,1,4,360,2020,20/11/2015,"(-2.459, -0.915, 4.41)",1229,2,127,1309
14241,14241,1,5EVZ,1,3,-,-,-,1337,2020,20/11/2015,"(25.294, -0.109, -20.528)",4093,26,34,630
14242,14242,1,5EW8,1,2,7,10,1,1301,2020,20/11/2015,"(67.976, -12.332, 8.282)",1791,23,202,752
14243,14243,1,5EXL,1,3,4,21,27,1416,2020,23/11/2015,"(41.609, -20.116, 29.251)",1481,24,158,1883
14244,14244,1,5EXM,1,3,4,21,27,1409,2020,23/11/2015,"(42.138, -20.296, 29.726)",1481,24,158,1883
14245,14245,1,5EX3,1,2,1,1,43,1402,2020,23/11/2015,"(27.75, 3.608, 3.884)",2322,50,269,1175
14246,14246,1,5EXN,1,3,4,21,27,1426,2020,23/11/2015,"(-0.581, 10.108, -16.702)",1481,24,158,1883
14247,14247,1,5EXE,1,1,2,7,10,2790,2020,23/11/2015,"(-40.416, -1.649, 10.284)",3482,20,216,135
14248,14248,1,5EYC,1,2,7,10,1,1511,2020,24/11/2015,"(22.242, 31.547, 57.728)",3152,23,202,752
14249,14249,1,5FOL,1,6,1,1,4,1507,2020,24/11/2015,"(8.938, 8.938, -0.0)",1229,2,127,1309
