enzyme_name,centers,plddt_res,plddt_atom,representative,enzyme_class,mainclass,subclass,subsubclass,designation,uniq_designation,uniq_fold,hierarchical
AF_Q3KDV1,"(0.8094, 6.4655, 2.4565)",97.7021359223301,97.70071674491392,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q71XE6,"(-14.0937, 1.1643, 6.7518)",89.02105802047781,89.80416412047141,Q92BR2,5.2.1.8,5,2,1,8,3108,1851,9
AF_P49842,"(-15.3915, -0.7047, -0.9143)",70.58565217391305,70.59844313453537,P49842,2.7.11.1,2,7,11,1,1648,11156,1
AF_Q1J4M0,"(12.1226, 6.5215, -11.4353)",90.0232696245734,90.09237593855184,P63983,2.7.7.7,2,7,7,7,1763,2751,2
AF_Q54PK9,"(-12.8836, -0.9015, 3.908)",60.80155286343613,61.51190509227141,Q54PK9,2.7.11.1,2,7,11,1,1648,11157,1
AF_Q7W4J5,"(2.3529, 4.7387, -13.0646)",80.54751445086706,81.49828700225395,Q0AC82,5.2.1.8,5,2,1,8,3108,376,9
AF_Q1GI60,"(-11.9745, 1.4088, -3.4319)",91.06676258992805,91.38468111455109,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_O94168,"(-9.8992, 6.8457, 12.401)",70.51930533117931,71.2873824419778,Q13131,2.7.11.1,2,7,11,1,1648,887,1
AF_A4FME8,"(3.537, 8.3688, -8.242)",94.19221374045802,94.7087134502924,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_C0LGI2,"(-4.3889, 34.8905, 13.3612)",82.87116254036599,83.34951109285127,Q8L4H4,2.7.11.1,2,7,11,1,1648,3332,1
AF_Q970Z6,"(1.3882, 9.2145, -4.055)",93.9220868644068,94.00243495145632,Q9V0B9,6.1.1.4,6,1,1,4,3254,1598,46
AF_Q81PQ0,"(-1.7141, 2.2884, -15.4926)",94.79304659498209,94.9052485948984,A9B4J6,1.13.11.11,1,13,11,11,254,378,19
AF_B3QVA9,"(-1.9859, -1.6364, 3.0813)",90.04619999999998,89.81426710097719,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q3KBG7,"(3.5236, -14.4508, -20.5883)",89.38496585365853,89.45450997291307,Q0A9G3,2.7.7.7,2,7,7,7,1763,1068,2
AF_Q9RUV7,"(-8.1399, 8.7384, -4.0326)",88.9987064676617,89.62888194444444,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_A5CWI3,"(4.5806, -1.0744, 2.4029)",97.73238663484486,97.71947663551404,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A0KU60,"(4.6034, 2.7857, 4.1772)",97.81268585131896,97.85082836523377,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A6TM61,"(-3.7088, 9.271, 3.4313)",96.55242268041236,96.4931212723658,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q5HE85,"(2.5754, 2.8149, -6.6118)",97.9076978417266,97.9392876465284,Q2FWE3,3.1.3.48,3,1,3,48,1978,4000,30
AF_Q552C1,"(-6.4388, 3.8654, 4.2178)",41.69066237942123,42.12758658008658,Q552C1,2.7.11.1,2,7,11,1,1648,11159,1
AF_Q6NAT0,"(-16.2883, 0.2032, 9.3423)",90.47843902439024,90.76917268548917,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q824C8,"(2.0946, 9.1975, 0.8909)",95.1430985915493,95.21982908230343,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_C4Z429,"(3.8772, -0.7252, -12.5437)",95.16766949152544,95.15544148936168,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_B2ILU5,"(36.1399, 3.826, -5.3683)",92.11618266978924,92.08795611662158,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q3EDL4,"(5.6785, 2.4446, -4.1928)",77.83540254237288,78.33992117423212,Q3EDL4,2.7.11.1,2,7,11,1,1648,8755,1
AF_Q31XD8,"(2.8116, 8.5187, -10.3713)",95.11756862745098,95.29543271635818,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_O35016,"(11.7011, -0.8337, -2.1153)",97.0848717948718,97.04150537634408,P82890,3.1.3.48,3,1,3,48,1978,2506,30
AF_O35280,"(-0.8055, -4.3794, -5.0027)",76.99065126050421,77.91052273915315,O35280,2.7.11.1,2,7,11,1,1648,3748,1
AF_Q2FTH4,"(6.5242, 4.6032, -9.6778)",91.56202925045704,91.64630379746836,B8DZX8,6.5.1.1,6,5,1,1,3365,609,27
AF_Q9M1G4,"(10.225, 2.3042, -16.7337)",83.5425816023739,83.78277280517996,O04534,2.7.11.1,2,7,11,1,1648,705,1
AF_Q59LR2,"(1.2895, -12.7627, -3.2747)",77.5403053763441,77.75514741163298,Q59LR2,2.7.11.1,2,7,11,1,1648,11162,1
AF_O94762,"(-7.17, 11.9155, 3.8573)",70.16646821392533,71.02468811298549,D4ACP5,3.6.4.12,3,6,4,12,2641,4876,0
AF_A9I292,"(-0.6898, -2.5577, 2.4805)",97.86814457831323,97.91818355033344,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q3AJN8,"(2.5262, -5.867, -12.8294)",94.25116751269036,94.3858957654723,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q9HXZ1,"(-14.7995, -5.3546, 10.4478)",89.77611253196932,89.86685497012495,Q0A9G3,2.7.7.7,2,7,7,7,1763,1068,2
AF_Q9H3M9,"(-3.8075, 7.2874, 14.6837)",72.14281690140845,72.79698324022347,O35815,3.4.19.12,3,4,19,12,2254,2645,24
AF_Q3J205,"(4.0894, 6.4543, -6.1641)",93.8504918032787,93.95978637646112,E3HDJ8,2.3.1.31,2,3,1,31,1200,1438,38
AF_B1IGZ5,"(-18.4019, 7.2441, 18.4796)",91.21330357142858,91.52376431473957,Q8R760,5.2.1.8,5,2,1,8,3108,3598,9
AF_Q8NKR7,"(-2.9853, 6.2976, 8.6338)",94.17792140641156,94.32293801549612,Q9V0B9,6.1.1.4,6,1,1,4,3254,1598,46
AF_B7UMN5,"(-3.612, 6.7111, 3.2945)",89.13524940617576,89.34425429346187,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_O83369,"(-3.6178, 3.378, 2.6394)",77.07806818181818,78.36874125874127,P0AEM2,5.2.1.8,5,2,1,8,3108,5327,9
AF_Q1JLP8,"(4.3513, 5.2969, 1.5849)",97.51083333333334,97.46788154183642,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q6FQU5,"(-2.8837, 5.622, -3.0299)",82.8277909270217,82.77358974358974,P0CQ81,3.6.4.13,3,6,4,13,2642,2902,6
AF_Q9CWV1,"(-19.6859, -13.0859, 14.9851)",74.26412965186076,74.50615194945293,Q9SF37,3.6.4.12,3,6,4,12,2641,717,0
AF_A8AB20,"(-5.3641, -7.1359, 3.4222)",93.38698653198652,93.35635062993808,B8DZX8,6.5.1.1,6,5,1,1,3365,609,27
AF_Q052B3,"(9.6989, 0.8939, -0.4127)",94.5416304347826,94.55398876404496,D3P9D1,2.3.1.31,2,3,1,31,1200,569,38
AF_A7ZFA4,"(0.9144, -2.0235, 3.4415)",98.02442028985509,98.01734232820836,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_B5RFS3,"(-0.0537, 4.627, 7.2372)",89.29515439429929,89.53226710883327,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_Q8RG52,"(8.1155, 0.8522, -12.518)",95.52101419878296,95.50241799204773,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_P0CP03,"(0.0025, -5.6544, 4.2393)",73.15689716312056,74.76416572843954,Q5XI06,2.3.1.48,2,3,1,48,1211,323,18
AF_Q88UC0,"(0.6106, 0.5973, -3.8553)",92.45570996978851,92.3647868981847,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q0V869,"(9.6264, -4.499, -11.8852)",79.44200000000001,80.17446787148594,Q9SGA5,3.4.19.12,3,4,19,12,2254,2703,24
AF_Q59S66,"(-13.2154, 6.6637, 3.1835)",64.02119318181819,64.94608254716981,Q59S66,2.7.11.1,2,7,11,1,1648,11165,1
AF_P29496,"(-9.7422, 4.5347, -9.2494)",76.06393548387098,76.7271218868547,Q9SF37,3.6.4.12,3,6,4,12,2641,717,0
AF_P0DG62,"(4.8364, 4.519, -3.0703)",93.80062200956938,93.99436112777444,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_E9PTG8,"(-1.8374, -4.611, 21.0832)",73.07527404343331,74.504442319949,Q7SY52,2.7.11.1,2,7,11,1,1648,3935,1
AF_Q9FT74,"(-2.7488, -4.7732, 3.7624)",80.66255775577557,80.8381193905239,Q9FT74,3.6.4.12,3,6,4,12,2641,11168,0
AF_P47340,"(11.5519, 4.2172, -18.4624)",85.01164529914529,84.8580447368421,Q8X5V3,3.6.4.12,3,6,4,12,2641,1354,0
AF_B4GU19,"(-0.1621, -9.5629, -8.9762)",77.12197224975223,77.95077743902439,B4NDG5,3.6.4.12,3,6,4,12,2641,2175,0
AF_Q3AF97,"(-28.0077, -27.4283, 11.4805)",93.6570725995316,93.66509351256572,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q0BSF0,"(3.3528, 7.4686, -7.2251)",96.67087412587414,96.7514537854157,Q0I3D2,2.7.1.35,2,7,1,35,1608,1088,36
AF_Q21Y68,"(29.638, -4.3595, -7.7696)",89.74598623853211,89.840925761609,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_Q2LTK6,"(-38.354, -17.3594, 1.0137)",90.12205417607224,90.29168631752124,B4SLN0,5.2.1.8,5,2,1,8,3108,775,9
AF_Q64060,"(-5.1786, 11.0457, 0.5159)",68.72695652173913,69.31223681809888,P34689,3.6.4.13,3,6,4,13,2642,1873,6
AF_Q1RIM4,"(-9.1338, -0.1737, 3.9597)",94.1966568914956,94.20123525073748,O25511,5.1.3.2,5,1,3,2,3082,4837,55
AF_Q8RWG1,"(-13.8642, -1.3107, 4.0869)",77.19299120234604,77.65480776340111,Q8RWG1,2.7.11.1,2,7,11,1,1648,9437,1
AF_Q6ZQ29,"(-1.2635, 7.2323, -19.9631)",66.68343548387097,67.43422841396203,Q6GPK9,2.7.11.1,2,7,11,1,1648,4684,1
AF_B4TFI4,"(-5.5263, 2.2654, -6.2155)",94.65762463343108,94.8664536862004,Q5QUZ5,3.2.1.52,3,2,1,52,2133,1512,45
AF_A4WQ13,"(-0.6788, -2.7446, -4.7617)",96.81449324324326,96.8166651097618,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A4WQ13,"(-0.6788, -2.7446, -4.7617)",96.81449324324326,96.8166651097618,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q9FPT1,"(-35.611, 36.4296, 11.8681)",84.36046594982079,84.67425070483625,Q6A4J8,3.4.19.12,3,4,19,12,2254,627,24
AF_Q3YRD9,"(2.5975, 3.4723, 4.1324)",90.97653495440728,91.04020345489442,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_P0AEM1,"(-2.4085, -0.1718, 1.8258)",82.18838926174496,82.65305309734514,P0AEM2,5.2.1.8,5,2,1,8,3108,5327,9
AF_O13559,"(-14.5798, -13.2803, 19.9205)",65.48799565846599,66.51935566072078,Q99208,3.6.4.12,3,6,4,12,2641,7264,0
AF_Q7A6H4,"(-12.3785, -8.6986, 4.7691)",86.94566146261297,87.07097259861489,A7Z368,3.6.4.12,3,6,4,12,2641,2418,0
AF_A8AK34,"(-0.5661, 7.1699, 7.2405)",91.36356451612905,91.52624763506412,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_O88866,"(-4.4965, 11.1043, 1.7877)",62.03530812324931,62.73572424892704,B1WAS2,2.7.11.1,2,7,11,1,1648,3076,1
AF_B1LB08,"(5.8808, 6.8897, -8.6169)",98.3811711711712,98.372176209005,A1A0H0,5.3.1.5,5,3,1,5,3131,475,22
AF_Q09YN5,"(-5.6567, -2.2451, 25.0525)",79.14070188133141,79.17762199630315,Q2IBF2,2.7.10.1,2,7,10,1,1646,1911,4
AF_Q9ZH58,"(-8.946, 6.3125, 8.6708)",89.30155963302754,89.13008274231679,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q9CAU7,"(-6.1517, -4.0287, 6.1835)",63.37818481848185,64.01367683946488,Q9LHI7,2.7.11.1,2,7,11,1,1648,1517,1
AF_P0A1D7,"(8.7806, 4.5212, -2.3433)",92.7934299516908,92.7707156076496,Q7UK67,3.4.21.92,3,4,21,92,2314,1547,11
AF_B9XXL6,"(2.1521, -3.0409, -6.0673)",83.60619918699187,83.36768702290077,Q5HME0,3.6.4.13,3,6,4,13,2642,1019,6
AF_Q8UEU0,"(18.3706, -22.7619, -35.1139)",86.85453252032521,87.35939274447949,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_P35683,"(0.3935, 5.2968, 2.297)",85.68306763285022,85.99408829755063,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_D3ZA12,"(-6.5885, 1.1134, 12.6193)",50.78617123795405,51.87339857317187,Q06A37,3.6.4.12,3,6,4,12,2641,1650,0
AF_Q62HA9,"(-0.0325, -4.7328, -2.2677)",89.72337078651685,89.82727371469949,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q6LU17,"(4.193, -0.2954, 2.0614)",97.8533653846154,97.87279421019512,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q965G5,"(-9.8702, 7.9777, 6.0882)",81.45661202185792,81.84691065292097,Q965G5,2.7.11.1,2,7,11,1,1648,3967,1
AF_C3PLX7,"(49.2399, 2.5679, 1.411)",90.96346067415732,91.01154360546111,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_Q73HK3,"(1.4563, -5.5573, 2.2086)",95.98873287671232,96.04997287522605,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q73HK3,"(1.4563, -5.5573, 2.2086)",95.98873287671232,96.04997287522605,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q9UUK2,"(-13.2885, -0.0101, 8.8532)",80.26085903083701,81.22059113300492,Q6FTW5,2.3.1.48,2,3,1,48,1211,6340,18
AF_A9R5Q1,"(4.6649, 3.9135, -10.6466)",97.92728929384968,97.94254644184052,A1A0H0,5.3.1.5,5,3,1,5,3131,475,22
AF_Q98F75,"(-10.7746, 4.4694, 3.0125)",94.84917475728156,95.05907773386032,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q9M3K5,"(8.8474, 2.8939, -7.2707)",93.59632653061225,93.48076873385013,Q6L377,3.4.21.92,3,4,21,92,2314,576,11
AF_Q6ZDJ7,"(-1.7171, 6.8026, -7.5358)",87.51017156862744,87.83444622792939,Q6ZDJ7,5.1.3.2,5,1,3,2,3082,2816,55
AF_B7KHC2,"(8.6433, 1.3037, -8.061)",96.02350649350647,96.09920925228616,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_P40801,"(11.3701, 10.4582, -18.1312)",95.85582002902758,95.88444567422984,P40801,5.1.3.2,5,1,3,2,3082,4316,55
AF_Q6XUZ5,"(-9.6026, -1.614, -4.4031)",96.02176328502416,96.15173357664234,P41939,1.1.1.42,1,1,1,42,126,1929,20
AF_Q9M077,"(-10.4882, 3.8379, 6.6711)",88.86017006802722,89.28953313880784,O01427,2.7.11.1,2,7,11,1,1648,932,1
AF_Q5QUT9,"(-34.4487, -7.2957, 2.6572)",89.09295476419635,89.25656193353474,Q0A9G3,2.7.7.7,2,7,7,7,1763,1068,2
AF_Q0AHA4,"(-10.4656, 2.9542, -11.4716)",97.32848484848483,97.43526831544564,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_Q12310,"(-2.3032, -3.8172, 8.3629)",59.7456938483548,60.67850883519654,Q12310,2.7.11.1,2,7,11,1,1648,11174,1
AF_Q7YR39,"(-20.1951, 7.4852, 2.3004)",77.72949233716474,77.84080808080807,Q54MH3,3.6.4.13,3,6,4,13,2642,122,6
AF_Q87BT4,"(3.4051, 2.8836, -8.7954)",97.41325757575756,97.52627874237449,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_O48520,"(-2.2882, 7.7035, 23.8483)",91.529,91.45504602991944,O48520,2.7.7.7,2,7,7,7,1763,2876,2
AF_P00723,"(-8.9561, 10.2259, -5.4326)",93.52679024390244,93.68098512119032,P70753,3.2.1.23,3,2,1,23,2114,2829,53
AF_B5Y0K4,"(-1.0021, -3.206, -4.4343)",96.05861111111112,96.11740229885058,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B5Y0K4,"(-1.0021, -3.206, -4.4343)",96.05861111111112,96.11740229885058,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q83BT3,"(-3.4145, -1.6733, 0.4794)",97.47634844868736,97.42887856257748,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q9XTF3,"(-8.9947, 1.6391, 6.1178)",63.38488372093023,64.7073055028463,A8WJR8,2.7.12.1,2,7,12,1,1670,367,13
AF_P56255,"(2.5502, 3.8508, -1.706)",88.26922651933701,88.71477280550774,Q9CD72,3.6.4.12,3,6,4,12,2641,878,0
AF_C0LGJ1,"(21.3201, -14.3279, -15.5765)",80.83816455696203,81.16363021683377,P47735,2.7.11.1,2,7,11,1,1648,1013,1
AF_Q21K60,"(6.7667, -0.3391, 7.6738)",97.12064220183484,97.17289441991169,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_A7Z692,"(10.7778, -3.3839, -2.7002)",94.20219178082192,94.29908851884312,A5N217,2.7.11.1,2,7,11,1,1648,2106,1
AF_Q1C409,"(12.229, 7.9852, -6.6204)",95.72947154471548,95.83180598555212,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q6XUX2,"(-9.9455, 13.1922, -7.1709)",80.83319309600863,81.72257267046999,Q4VSN4,2.7.12.1,2,7,12,1,1670,6463,13
AF_Q24630,"(4.5895, 9.4444, -18.0896)",90.97147757255938,91.60431309904152,P21643,1.13.11.11,1,13,11,11,254,3831,19
AF_Q9ZN54,"(-14.9821, -5.4277, -1.1416)",94.76556561085972,94.54075824175824,P0ABE9,4.2.1.1,4,2,1,1,2818,2625,34
AF_A1A831,"(-7.3813, 13.2338, -8.6225)",97.8278515625,97.91137281128408,P70753,3.2.1.23,3,2,1,23,2114,2829,53
AF_Q9W1B0,"(1.6845, -2.2548, -32.2781)",73.55849725106903,74.13064784433422,Q80UW5,2.7.11.1,2,7,11,1,1648,2126,1
AF_Q9RA51,"(10.0429, 1.5875, 0.2772)",93.00307894736842,93.03711609233858,D3P9D1,2.3.1.31,2,3,1,31,1200,569,38
AF_Q14BI7,"(16.5384, 11.5149, -17.6708)",81.3004266088214,81.71386541613549,B4JT42,3.6.4.13,3,6,4,13,2642,3549,6
AF_D7CFN7,"(11.8071, -6.4317, 13.0263)",94.20014173228346,94.46919348268838,D7CFN7,3.2.1.22,3,2,1,22,2113,11181,44
AF_O04533,"(1.0578, 5.052, -16.4764)",80.61402439024391,81.0267026073319,O04534,2.7.11.1,2,7,11,1,1648,705,1
AF_Q80ZW0,"(10.3532, 3.7515, 0.021)",66.2339332096475,67.10549066539014,Q8TDR2,2.7.11.1,2,7,11,1,1648,4973,1
AF_Q4WRV2,"(-9.0024, -2.5097, -6.2705)",67.96967469879517,68.83833748055989,P0CQ92,3.6.4.13,3,6,4,13,2642,3909,6
AF_Q8P0S5,"(5.8256, -5.898, -37.6765)",90.4455888030888,90.55722513089006,Q0A9G3,2.7.7.7,2,7,7,7,1763,1068,2
AF_C3L786,"(-1.8195, 0.6496, -15.2077)",95.2604918032787,95.36883070665988,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q8BRB7,"(-2.0916, -6.9223, 11.3683)",50.90248397435897,51.658083384763074,Q8WYB5,2.3.1.48,2,3,1,48,1211,5436,18
AF_A9VIQ3,"(1.3679, -4.1915, -2.3841)",95.08614130434782,95.1286357388316,Q9F364,2.5.1.72,2,5,1,72,1472,1906,49
AF_B2UX57,"(3.4968, 11.1408, -20.7716)",85.07604501607717,85.25302564102563,A7Z368,3.6.4.12,3,6,4,12,2641,2418,0
AF_Q59VR3,"(2.1579, -10.3764, -14.8489)",68.07873239436618,67.43748656716419,Q4INZ9,5.2.1.8,5,2,1,8,3108,1093,9
AF_C0LGJ9,"(-1.5297, -2.1558, -15.2237)",79.45401617250674,79.57252125629013,C0LGJ9,2.7.11.1,2,7,11,1,1648,922,1
AF_Q2YXK4,"(-14.6483, -3.0678, 14.7776)",89.53103616133517,89.59255004808112,P63983,2.7.7.7,2,7,7,7,1763,2751,2
AF_A6GW04,"(-7.136, 1.4829, 2.9618)",92.62097447795824,92.86767957434228,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q0T052,"(9.7023, 8.0812, 1.6334)",97.08371794871796,97.099375274967,P83778,1.1.1.37,1,1,1,37,110,458,21
AF_Q89AI8,"(6.2157, 1.9792, -9.7303)",95.0634446764092,95.10148238482384,P73534,2.7.1.40,2,7,1,40,1614,1034,8
AF_Q26696,"(-7.3939, -1.4586, -7.9333)",76.14098591549295,76.62046733111849,A7TKR8,3.6.4.13,3,6,4,13,2642,730,6
AF_Q2HAD8,"(5.8412, 2.441, 5.6712)",68.09348684210526,69.0079205955335,Q9P7C7,3.6.4.13,3,6,4,13,2642,2264,6
AF_Q13043,"(-4.9426, 3.1768, 4.8911)",75.72073921971253,76.28240256410258,O61125,2.7.11.1,2,7,11,1,1648,1750,1
AF_Q8D346,"(-8.3711, -8.4337, 8.4732)",96.4111855670103,96.35596153846154,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q1QVV9,"(2.8216, -4.0503, 0.1901)",96.09738675958188,96.11253592953176,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q1QVV9,"(2.8216, -4.0503, 0.1901)",96.09738675958188,96.11253592953176,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_P29295,"(2.0806, 11.6511, -0.6846)",81.65475708502024,82.17483791140808,O74135,2.7.11.1,2,7,11,1,1648,3910,1
AF_P15801,"(-28.2037, 8.2986, 9.741)",78.33676236044656,78.27988811881188,P15801,2.7.7.7,2,7,7,7,1763,10517,2
AF_Q8XEV3,"(-0.9147, 0.8075, -6.812)",89.88450934579441,90.05812123039809,Q0AC82,5.2.1.8,5,2,1,8,3108,376,9
AF_B2S3A0,"(0.501, 3.7431, -12.0725)",89.37556561085972,89.6370236399886,B2S3A0,5.2.1.8,5,2,1,8,3108,3493,9
AF_A4YEC1,"(-4.5926, 0.7975, -3.1295)",95.03017191977077,94.98025027203482,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_Q5HBX5,"(-4.1689, -9.1596, 10.5669)",95.62282828282828,95.54567514677105,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q8XD86,"(-13.0662, -10.8549, 8.4689)",82.5925974025974,82.7506551274893,P24230,3.6.4.12,3,6,4,12,2641,1435,0
AF_O30477,"(-11.5625, -2.5589, 1.2517)",80.2731668437832,80.50404004870789,Q8YZA1,3.6.4.12,3,6,4,12,2641,1511,0
AF_A1K4R0,"(-6.0903, 6.0985, 2.6109)",91.43907915993536,91.65452345255945,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q7VIJ7,"(-0.4083, 6.7166, 7.1778)",90.6150238473768,90.56546922919648,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_O68955,"(4.86, -0.4785, -4.2)",97.09153571428573,97.06931096196868,O68953,1.18.6.1,1,18,6,1,536,10600,43
AF_Q11CV9,"(-0.2645, 6.5862, 6.517)",96.7293769470405,96.7483221194281,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_P21372,"(-7.41, 9.3613, -5.3024)",75.00610129564194,75.08518847006651,Q9P7C7,3.6.4.13,3,6,4,13,2642,2264,6
AF_P41410,"(-3.7595, 3.037, 8.4941)",73.90883802816901,74.2829948491538,P41410,3.6.4.12,3,6,4,12,2641,4457,0
AF_Q71WV9,"(9.828, 3.1274, -4.7027)",96.14944444444444,96.24126984126984,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_P38766,"(-4.0074, 7.1251, 1.9496)",68.03329183955739,68.7461741102582,P38766,3.6.4.12,3,6,4,12,2641,11189,0
AF_Q54WW7,"(-8.7974, 6.4169, 4.3001)",58.98479136690648,59.38229628305933,Q54WW7,2.7.11.1,2,7,11,1,1648,11190,1
AF_Q31GF1,"(-7.8123, -11.3419, 5.5252)",94.4859,94.44946520618556,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_A0Q6P7,"(2.561, -6.6072, -1.5016)",88.05064814814816,88.50912938331317,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q74KS6,"(-8.0685, -2.1706, 1.1759)",92.4724213836478,92.47775682182986,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_A9MC67,"(0.194, -8.6729, -5.0698)",96.67535117056856,96.65019186843308,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A9MC67,"(0.194, -8.6729, -5.0698)",96.67535117056856,96.65019186843308,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_O66817,"(17.338, -0.5156, -16.5727)",95.14711656441716,95.00358811881188,Q1H149,2.3.1.191,2,3,1,191,1150,1894,48
AF_E1BY77,"(-14.9941, -15.5135, 10.6524)",77.75634570765662,78.4930857479041,Q11119,3.4.19.12,3,4,19,12,2254,8157,24
AF_A6LKU9,"(-2.706, 6.6617, 0.369)",97.6014858490566,97.5445421467556,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q5WVS0,"(9.7455, 0.3595, -10.042)",94.38703629032258,94.42422390613542,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_P14565,"(4.3463, -1.0426, -39.0594)",81.55084851936219,81.73705511460574,P14565,3.6.4.12,3,6,4,12,2641,11192,0
AF_P14565,"(4.3463, -1.0426, -39.0594)",81.55084851936219,81.73705511460574,P14565,3.6.4.12,3,6,4,12,2641,11192,0
AF_A0LEF2,"(-21.1357, -23.4648, 17.1415)",90.1437011494253,90.18924608819346,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_P9WLZ7,"(2.5119, 56.0213, -26.008)",87.78010719754978,87.77908403189532,P9WLZ7,2.7.11.1,2,7,11,1,1648,7588,1
AF_Q2U6A1,"(-3.0169, 12.0087, 2.6944)",82.09087475149106,82.68476696748672,Q7SB49,6.5.1.1,6,5,1,1,3365,3742,27
AF_Q54WC0,"(-4.2281, 0.2575, 4.3616)",72.34184143222507,72.81431926372579,Q54WC0,2.7.11.1,2,7,11,1,1648,11195,1
AF_Q1RJM1,"(-4.4982, 2.4782, -4.5596)",88.57187772925764,88.65647442872688,Q08880,2.7.7.7,2,7,7,7,1763,4153,2
AF_Q8A2Z5,"(3.8823, -8.6881, -0.738)",95.49147887323944,95.39641501200086,Q8A2Z5,3.2.1.22,3,2,1,22,2113,2660,44
AF_Q9P7V9,"(-6.2565, -3.2577, 5.8009)",68.60013675213675,68.79635316698658,Q9P7V9,3.4.19.12,3,4,19,12,2254,11196,24
AF_A2PYH4,"(6.056, 10.1337, -18.4425)",65.35855052264809,65.47932732680196,A2PYH4,3.6.4.12,3,6,4,12,2641,2817,0
AF_Q75AE1,"(-3.9809, 5.7433, 1.4031)",79.83307557117752,79.85045180049205,Q9Y2R4,3.6.4.13,3,6,4,13,2642,3405,6
AF_Q1EG27,"(20.7057, 0.5748, -17.8727)",76.0872337164751,76.62502783109406,Q1EG27,2.7.11.1,2,7,11,1,1648,2257,1
